type,name,defense,defense1,defense2,defense3,defense4,defense5,decoration,skill1,skLV1,skill2,skLV2,material1,mNUM,material3,mNUM2,material5,mNUM3,material7,mNUM4,caseSk
腿部防具,毒妖鳥護腿α,42,0,3,-3,0,1,---,植生學,2,棉花孢子草的知識,1,毒妖鳥的堅殼,2,毒妖鳥的大喉袋,2,毒妖鳥的上鱗,4,尖龍骨,2,
腿部防具,毒妖鳥護腿β,42,0,3,-3,0,1,2--,植生學,1,,,毒妖鳥的堅殼,2,毒妖鳥的大喉袋,2,毒妖鳥的上鱗,4,尖龍骨,2,
腿部防具,土砂龍護腿α,42,-3,-1,3,-1,0,---,昏厥耐性,2,跑者,1,土砂龍的堅甲,2,土砂龍的堅殼,4,肥沃的泥,4,尖龍骨,4,
腿部防具,土砂龍護腿β,42,-3,-1,3,-1,0,11-,昏厥耐性,1,,,土砂龍的堅甲,2,土砂龍的堅殼,4,肥沃的泥,4,尖龍骨,4,
腿部防具,蠻顎龍護腿α,44,3,-3,-1,-1,0,---,砲術,2,,,蠻顎龍的上鱗,4,蠻顎龍的上毛皮,3,爆炎袋,2,靈鶴石,5,蠻顎龍之鬥志
腿部防具,蠻顎龍護腿β,44,3,-3,-1,-1,0,1--,砲術,1,,,蠻顎龍的上鱗,4,蠻顎龍的上毛皮,3,爆炎袋,2,靈鶴石,5,蠻顎龍之鬥志
腿部防具,泥魚龍護腿α,44,-1,2,-3,0,0,---,集中,2,,,泥魚龍的堅殼,4,泥魚龍的銳牙,2,泥魚龍的上腰內肉,2,龍玉,1,
腿部防具,泥魚龍護腿β,44,-1,2,-3,0,0,2--,集中,1,,,泥魚龍的堅殼,4,泥魚龍的銳牙,2,泥魚龍的上腰內肉,2,龍玉,1,
腿部防具,飛雷龍護腿α,44,0,-3,3,0,0,---,雷耐性,2,體術,1,飛雷龍的上鱗,4,飛雷龍的皮膜,2,電擊袋,1,良質毛皮,3,
腿部防具,飛雷龍護腿β,44,0,-3,3,0,0,11-,雷耐性,1,,,飛雷龍的上鱗,4,飛雷龍的皮膜,2,電擊袋,1,良質毛皮,3,
腿部防具,浮空龍護腿α,44,-3,2,0,1,0,---,風壓耐性,1,耐力急速回復,1,浮空龍的上鱗,4,浮空龍的上毛皮,2,浮空龍之翼,4,龍玉,1,
腿部防具,浮空龍護腿β,44,-3,2,0,1,0,11-,風壓耐性,1,,,浮空龍的上鱗,4,浮空龍的上毛皮,2,浮空龍之翼,4,龍玉,1,
腿部防具,雌火龍護腿α,46,2,0,-2,0,-3,---,體力回復量UP,2,,,雌火龍的堅殼,6,雌火龍的上棘,3,火龍的翼爪,4,雌火龍的紅玉,1,
腿部防具,雌火龍護腿β,46,2,0,-2,0,-3,1--,體力回復量UP,1,,,雌火龍的堅殼,6,雌火龍的上棘,3,火龍的翼爪,4,雌火龍的紅玉,1,
腿部防具,火龍心護腿α,52,3,0,-3,0,-4,---,整備,1,風壓耐性,1,櫻火龍的上鱗,4,櫻火龍的堅殼,2,堅龍骨,3,貓蜥龍的上皮,3,櫻火龍之奧祕
腿部防具,火龍心護腿β,52,3,0,-3,0,-4,2--,整備,1,,,櫻火龍的上鱗,4,櫻火龍的堅殼,2,堅龍骨,3,貓蜥龍的上皮,3,櫻火龍之奧祕
腿部防具,骨鎚龍護腿α,46,0,2,0,-1,-2,---,裂傷耐性,2,,,骨鎚龍的堅殼,4,骨鎚龍的上鱗,4,骨鎚龍的黑油殼,2,龍骨塊,5,
腿部防具,骨鎚龍護腿β,46,0,2,0,-1,-2,1--,裂傷耐性,1,,,骨鎚龍的堅殼,4,骨鎚龍的上鱗,4,骨鎚龍的黑油殼,2,龍骨塊,5,
腿部防具,岩賊龍護腿α,48,2,0,-3,0,2,---,砲彈裝填數UP,1,爆破屬性強化,1,岩賊龍的上皮,6,岩賊龍的尾巴,2,岩賊龍的尖爪,4,龍玉,1,
腿部防具,岩賊龍護腿β,48,2,0,-3,0,2,1--,砲彈裝填數UP,1,,,岩賊龍的上皮,6,岩賊龍的尾巴,2,岩賊龍的尖爪,4,龍玉,1,
腿部防具,鑄島熔岩靴α,44,4,-3,-1,-2,-3,---,炸彈客,2,耳塞,1,熔山龍的背甲,3,熔山龍的岩殼,3,熔山龍的岩漿,3,熔山龍的寶玉,1,熔山龍的奧祕
腿部防具,鑄島熔岩靴β,44,4,-3,-1,-2,-3,2--,炸彈客,2,,,熔山龍的背甲,3,熔山龍的岩殼,3,熔山龍的岩漿,3,熔山龍的寶玉,1,熔山龍的奧祕
腿部防具,礦石護腿α,50,0,-1,-2,3,0,---,砲擊手,1,冰耐性,1,白鳩石,3,靈鶴石,4,龍脈結晶,2,酸翼龍的上皮,3,
腿部防具,礦石護腿β,50,0,-1,-2,3,0,1--,砲擊手,1,,,白鳩石,3,靈鶴石,4,龍脈結晶,2,酸翼龍的上皮,3,
腿部防具,鑄鐵護腿α,50,-2,0,3,-1,0,---,防禦,2,風壓耐性,1,白鳩石,1,堅龍骨,2,輝龍石,4,突擊龍的堅殼,2,
腿部防具,鑄鐵護腿β,50,-2,0,3,-1,0,2--,防禦,2,,,白鳩石,1,堅龍骨,2,輝龍石,4,突擊龍的堅殼,2,
腿部防具,旅團靴α,52,1,0,2,0,2,1--,研究者,1,地質學,1,狩獵王硬幣,3,岩賊龍硬幣,3,火龍硬幣,3,堅龍骨,2,
腿部防具,旅團靴β,52,1,0,2,0,2,3--,研究者,1,,,狩獵王硬幣,3,岩賊龍硬幣,3,火龍硬幣,3,堅龍骨,2,
腿部防具,熔岩龍護腿α,56,3,-3,1,-2,2,1--,散彈/剛射強化,1,火屬性攻擊強化,1,熔岩龍的堅殼,6,熔岩龍的銳牙,2,熔岩龍的上腰內肉,4,獄炎石,1,
腿部防具,熔岩龍護腿β,56,3,-3,1,-2,2,2--,散彈/剛射強化,1,,,熔岩龍的堅殼,6,熔岩龍的銳牙,2,熔岩龍的上腰內肉,4,獄炎石,1,
腿部防具,風漂龍護腿α,54,-1,2,-3,3,0,---,冰耐性,2,拔刀術【技】,1,風漂龍的上鱗,4,風漂龍的上皮,2,風漂龍之翼,2,眩鳥的上皮,2,風漂龍的恩寵
腿部防具,風漂龍護腿β,54,-1,2,-3,3,0,3--,冰耐性,2,,,風漂龍的上鱗,4,風漂龍的上皮,2,風漂龍之翼,2,眩鳥的上皮,2,風漂龍的恩寵
腿部防具,慘爪龍護腿α,54,2,2,-2,-3,0,---,收刀術,1,看破,1,慘爪龍的上鱗,4,慘爪龍的大硬筋,2,慘爪龍的銳牙,2,堅龍骨,6,慘爪龍的奧祕
腿部防具,慘爪龍護腿β,54,2,2,-2,-3,0,1--,收刀術,1,,,慘爪龍的上鱗,4,慘爪龍的大硬筋,2,慘爪龍的銳牙,2,堅龍骨,6,慘爪龍的奧祕
腿部防具,火龍護腿α,54,3,1,-2,1,-3,---,跳躍鐵人,1,弱點特效,1,火龍的堅殼,6,火龍的上鱗,4,爆炎袋,2,火龍的逆鱗,1,火龍奧祕
腿部防具,火龍護腿β,54,3,1,-2,1,-3,3--,跳躍鐵人,1,,,火龍的堅殼,6,火龍的上鱗,4,爆炎袋,2,火龍的逆鱗,1,火龍奧祕
腿部防具,火龍魂護腿α,56,3,2,2,-3,-4,---,集中,1,攀岩者,1,蒼火龍的堅殼,6,蒼火龍的上鱗,4,蒼火龍的尾巴,2,火龍的逆鱗,1,火龍奧祕
腿部防具,火龍魂護腿β,56,3,2,2,-3,-4,1--,集中,1,,,蒼火龍的堅殼,6,蒼火龍的上鱗,4,蒼火龍的尾巴,2,火龍的逆鱗,1,火龍奧祕
腿部防具,角龍護腿α,54,3,-2,0,-3,2,---,耐震,2,KO術,1,角龍的堅甲,6,角龍的堅殼,4,優質的彎曲角,1,角龍的延髓,1,角龍之奧祕
腿部防具,角龍護腿β,54,3,-2,0,-3,2,11-,耐震,2,,,角龍的堅甲,6,角龍的堅殼,4,優質的彎曲角,1,角龍的延髓,1,角龍之奧祕
腿部防具,暴君角龍護腿α,56,2,-3,0,-4,2,1--,通常彈/通常箭強化,1,火場怪力,1,黑角龍的堅甲,6,黑角龍的堅殼,4,優質的黑卷角,1,龍玉,1,角龍之奧祕
腿部防具,暴君角龍護腿β,56,2,-3,0,-4,2,2--,通常彈/通常箭強化,1,,,黑角龍的堅甲,6,黑角龍的堅殼,4,優質的黑卷角,1,龍玉,1,角龍之奧祕
腿部防具,爆鎚龍護腿α,60,4,-3,1,-2,-2,1--,防禦性能,2,,,爆鎚龍的堅殼,4,爆鎚龍的上鱗,4,爆鎚龍的耐熱殼,2,突擊龍的堅殼,5,爆鎚龍之守護
腿部防具,爆鎚龍護腿β,60,4,-3,1,-2,-2,3--,防禦性能,1,,,爆鎚龍的堅殼,4,爆鎚龍的上鱗,4,爆鎚龍的耐熱殼,2,突擊龍的堅殼,5,爆鎚龍之守護
腿部防具,爆鱗龍護腿α,58,3,1,-4,-2,-2,1--,炸彈客,2,拔刀術【技】,1,爆鱗龍的上鱗,4,爆鱗龍的堅殼,4,爆鱗龍的尖爪,2,岩賊龍的上皮,4,爆鱗龍之守護
腿部防具,爆鱗龍護腿β,58,3,1,-4,-2,-2,3--,炸彈客,2,,,爆鱗龍的上鱗,4,爆鱗龍的堅殼,4,爆鱗龍的尖爪,2,岩賊龍的上皮,4,爆鱗龍之守護
腿部防具,大馬士革護腿α,60,4,-2,0,0,0,1--,防禦,2,防禦力DOWN耐性,1,古龍之血,2,白鳩石,3,熔岩龍的堅殼,5,璀璨水晶,1,
腿部防具,大馬士革護腿β,60,4,-2,0,0,0,3--,防禦,2,,,古龍之血,2,白鳩石,3,熔岩龍的堅殼,5,璀璨水晶,1,
腿部防具,杜賓護腿α,60,-2,0,-1,-1,4,---,攻擊,2,耐力急速回復,1,古龍骨,3,良質硬骨,3,骨鎚龍的延髓,1,古老龍骨,1,
腿部防具,杜賓護腿β,60,-2,0,-1,-1,4,1--,攻擊,1,,,古龍骨,3,良質硬骨,3,骨鎚龍的延髓,1,古老龍骨,1,
腿部防具,公會護腿α,62,0,0,0,0,0,1--,飛燕,1,火耐性,2,擊龍王硬幣,2,飛龍硬幣,2,鬥技王硬幣,3,勇氣之證G,1,公會的引導
腿部防具,公會護腿β,62,0,0,0,0,0,3--,飛燕,1,,,擊龍王硬幣,2,飛龍硬幣,2,鬥技王硬幣,3,勇氣之證G,1,公會的引導
腿部防具,死神腳跟α,62,3,2,-2,3,-4,---,匠,2,龍屬性攻擊強化,2,災禍之布,2,古老龍骨,1,屍套龍的被膜,2,璀璨水晶,1,
腿部防具,死神腳跟β,62,3,2,-2,3,-4,11-,匠,2,,,災禍之布,2,古老龍骨,1,屍套龍的被膜,2,璀璨水晶,1,
腿部防具,戰紋護腿α,64,1,1,-3,1,-3,1--,精神抖擻,1,挑戰者,1,滅盡龍的堅殼,4,不滅的龍鱗,4,滅盡龍的再生殼,2,古龍之血,2,滅盡龍之飢餓
腿部防具,戰紋護腿β,64,1,1,-3,1,-3,2--,精神抖擻,1,,,滅盡龍的堅殼,4,不滅的龍鱗,4,滅盡龍的再生殼,2,古龍之血,2,滅盡龍之飢餓
腿部防具,帝王護腿α,64,3,-3,1,-3,1,---,力量解放,2,爆破屬性強化,1,炎王龍的尖角,3,獄炎的龍鱗,6,炎王龍的鬃毛,2,炎龍的寶玉,1,炎王龍之武技
腿部防具,帝王護腿β,64,3,-3,1,-3,1,1--,力量解放,2,,,炎王龍的尖角,3,獄炎的龍鱗,6,炎王龍的鬃毛,2,炎龍的寶玉,1,炎王龍之武技
腿部防具,鋼龍踏實α,64,0,2,-3,4,-2,---,迴避距離UP,2,匠,1,鋼龍的堅殼,5,鋼的上龍鱗,4,鋼龍之翼,3,古龍之血,3,鋼龍的飛翔
腿部防具,鋼龍踏實β,64,0,2,-3,4,-2,3--,迴避距離UP,2,,,鋼龍的堅殼,5,鋼的上龍鱗,4,鋼龍之翼,3,古龍之血,3,鋼龍的飛翔
腿部防具,麒麟護脛α,64,-3,-2,4,-2,2,---,屬性解放/裝填擴充,2,雷耐性,2,麒麟的上皮,3,麒麟的雷尾,3,橡膠質的堅殼,3,古老龍骨,1,幻獸的恩寵
腿部防具,麒麟護脛β,64,-3,-2,4,-2,2,11-,屬性解放/裝填擴充,2,,,麒麟的上皮,3,麒麟的雷尾,3,橡膠質的堅殼,3,古老龍骨,1,幻獸的恩寵
腿部防具,烏爾德護腿α,64,-4,4,1,-1,-3,1--,瘴氣耐性,2,龍屬性攻擊強化,1,死屍的龍鱗,5,屍套龍的堅殼,4,屍套龍的被膜,2,龍脈水晶,6,屍套龍之命脈
腿部防具,烏爾德護腿β,64,-4,4,1,-1,-3,11-,瘴氣耐性,2,,,死屍的龍鱗,5,屍套龍的堅殼,4,屍套龍的被膜,2,龍脈水晶,6,屍套龍之命脈
腿部防具,異種大型靴α,72,-3,2,2,2,-4,1--,減輕膽怯,1,強化持續,1,冥燈龍的幽鱗,4,冥燈龍的白殼,4,冥燈龍的幽幕,2,風漂龍的逆鱗,1,冥燈龍的神秘
腿部防具,異種大型靴β,72,-3,2,2,2,-4,11-,減輕膽怯,1,,,冥燈龍的幽鱗,4,冥燈龍的白殼,4,冥燈龍的幽幕,2,風漂龍的逆鱗,1,冥燈龍的神秘
腿部防具,(日)追尋者護腿α,70,2,2,2,2,2,---,潛伏,2,滑走強化,1,調查團票,1,不滅的龍鱗,5,災禍之布,2,勇氣之證G,2,調查團的引導
腿部防具,(日)追尋者護腿β,70,2,2,2,2,2,2--,潛伏,2,,,調查團票,1,不滅的龍鱗,5,災禍之布,2,勇氣之證G,2,調查團的引導
