type,name,defense,defense1,defense2,defense3,defense4,defense5,decoration,skill1,skLV1,skill2,skLV2,material1,mNUM,material3,mNUM2,material5,mNUM3,material7,mNUM4,caseSk
身體防具,蠻顎龍鎧甲α,44,3,-3,-1,-1,0,---,跑者,1,特殊射擊強化,1,蠻顎龍的上毛皮,6,蠻顎龍的銳牙,4,蠻顎龍的大鼻骨,2,蠻顎龍的寶玉,1,蠻顎龍之鬥志
身體防具,蠻顎龍鎧甲β,44,3,-3,-1,-1,0,11-,跑者,1,,,蠻顎龍的上毛皮,6,蠻顎龍的銳牙,4,蠻顎龍的大鼻骨,2,蠻顎龍的寶玉,1,蠻顎龍之鬥志
身體防具,泥魚龍鎧甲α,44,-1,2,-3,0,0,---,泥耐性,1,水屬性攻擊強化,1,泥魚龍的上鱗,4,泥魚龍的上腰內肉,3,泥魚龍的銳牙,2,大水袋,2,
身體防具,泥魚龍鎧甲β,44,-1,2,-3,0,0,1--,泥耐性,1,,,泥魚龍的上鱗,4,泥魚龍的上腰內肉,3,泥魚龍的銳牙,2,大水袋,2,
身體防具,飛雷龍鎧甲α,44,0,-3,3,0,0,---,跳躍鐵人,1,迴避距離UP,1,飛雷龍的上毛皮,3,飛雷龍的雷極針,2,飛雷龍的皮膜,4,電擊袋,2,
身體防具,飛雷龍鎧甲β,44,0,-3,3,0,0,2--,跳躍鐵人,1,,,飛雷龍的上毛皮,3,飛雷龍的雷極針,2,飛雷龍的皮膜,4,電擊袋,2,
身體防具,浮空龍鎧甲α,44,-3,2,0,1,0,---,騎乘名人,1,砲術,1,浮空龍的上鱗,2,膠質堅殼,3,浮空龍的上毛皮,2,尖龍骨,4,
身體防具,浮空龍鎧甲β,44,-3,2,0,1,0,1--,騎乘名人,1,,,浮空龍的上鱗,2,膠質堅殼,3,浮空龍的上毛皮,2,尖龍骨,4,
身體防具,雌火龍鎧甲α,46,2,0,-2,0,-3,---,植生學,2,體力回復量UP,1,雌火龍的上鱗,4,雌火龍的堅殼,2,雌火龍的翼膜,2,良質硬骨,6,
身體防具,雌火龍鎧甲β,46,2,0,-2,0,-3,1--,植生學,1,體力回復量UP,1,雌火龍的上鱗,4,雌火龍的堅殼,2,雌火龍的翼膜,2,良質硬骨,6,
身體防具,火龍心鎧甲α,52,3,0,-3,0,-4,---,整備,2,,,櫻火龍的堅殼,4,櫻火龍的上鱗,3,雌火龍的上棘,2,璀璨水晶,1,櫻火龍之奧祕
身體防具,火龍心鎧甲β,52,3,0,-3,0,-4,11-,整備,1,,,櫻火龍的堅殼,4,櫻火龍的上鱗,3,雌火龍的上棘,2,璀璨水晶,1,櫻火龍之奧祕
身體防具,骨鎚龍鎧甲α,46,0,2,0,-1,-2,---,睡眠屬性強化,1,裂傷耐性,1,骨鎚龍的上鱗,4,骨鎚龍的堅殼,3,昏睡袋,2,良質硬骨,6,
身體防具,骨鎚龍鎧甲β,46,0,2,0,-1,-2,1--,睡眠屬性強化,1,,,骨鎚龍的上鱗,4,骨鎚龍的堅殼,3,昏睡袋,2,良質硬骨,6,
身體防具,酸翼龍斗篷α,48,1,1,0,1,-2,---,熱傷害無效,1,防禦力DOWN耐性,1,酸翼龍的上皮,4,酸翼龍的尖爪,2,銳爪,3,龍脈結晶,3,
身體防具,酸翼龍斗篷β,48,1,1,0,1,-2,1--,熱傷害無效,1,,,酸翼龍的上皮,4,酸翼龍的尖爪,2,銳爪,3,龍脈結晶,3,
身體防具,岩賊龍鎧甲α,48,2,0,-3,0,2,---,爆破屬性強化,2,,,岩賊龍的上皮,4,岩賊龍的尾巴,1,岩賊龍的顎,3,獄炎石,1,
身體防具,岩賊龍鎧甲β,48,2,0,-3,0,2,1--,爆破屬性強化,1,,,岩賊龍的上皮,4,岩賊龍的尾巴,1,岩賊龍的顎,3,獄炎石,1,
身體防具,鑄島熔岩皮α,44,4,-3,-1,-2,-3,---,爆破屬性強化,2,風壓耐性,1,熔山龍的岩殼,6,熔山龍的熱鱗,1,熔山龍的背甲,2,熔山龍的胸殼,1,熔山龍的奧祕
身體防具,鑄島熔岩皮β,44,4,-3,-1,-2,-3,2--,爆破屬性強化,2,,,熔山龍的岩殼,6,熔山龍的熱鱗,1,熔山龍的背甲,2,熔山龍的胸殼,1,熔山龍的奧祕
身體防具,礦石鎧甲α,50,0,-1,-2,3,0,---,耳塞,2,冰屬性攻擊強化,1,白鳩石,4,靈鶴石,3,龍脈結晶,4,酸翼龍的尖爪,3,
身體防具,礦石鎧甲β,50,0,-1,-2,3,0,2--,耳塞,1,冰屬性攻擊強化,1,白鳩石,4,靈鶴石,3,龍脈結晶,4,酸翼龍的尖爪,3,
身體防具,鑄鐵鎧甲α,50,-2,0,3,-1,0,---,雷耐性,2,,,白鳩石,1,堅龍骨,2,輝龍石,4,突擊龍的堅殼,2,
身體防具,鑄鐵鎧甲β,50,-2,0,3,-1,0,1--,雷耐性,1,,,白鳩石,1,堅龍骨,2,輝龍石,4,突擊龍的堅殼,2,
身體防具,旅團戰衣α,52,1,0,2,0,2,2--,精靈加護,2,,,狩獵王硬幣,3,眩鳥硬幣,4,火龍硬幣,3,堅龍骨,2,
身體防具,旅團戰衣β,52,1,0,2,0,2,22-,精靈加護,1,,,狩獵王硬幣,3,眩鳥硬幣,4,火龍硬幣,3,堅龍骨,2,
身體防具,熔岩龍鎧甲α,56,3,-3,1,-2,2,---,火屬性攻擊強化,2,熱傷害無效,1,熔岩龍的堅殼,4,熔岩龍的上腰內肉,2,熔岩龍的上鱗,6,白鳩石,5,
身體防具,熔岩龍鎧甲β,56,3,-3,1,-2,2,11-,火屬性攻擊強化,2,,,熔岩龍的堅殼,4,熔岩龍的上腰內肉,2,熔岩龍的上鱗,6,白鳩石,5,
身體防具,風漂龍鎧甲α,54,-1,2,-3,3,0,---,迴避性能,2,精靈加護,1,風漂龍的上皮,6,風漂龍的尖爪,3,風漂龍之翼,3,風漂龍的寶玉,1,風漂龍的恩寵
身體防具,風漂龍鎧甲β,54,-1,2,-3,3,0,1--,迴避性能,2,,,風漂龍的上皮,6,風漂龍的尖爪,3,風漂龍之翼,3,風漂龍的寶玉,1,風漂龍的恩寵
身體防具,慘爪龍鎧甲α,54,2,2,-2,-3,0,---,砥石使用高速化,2,裂傷耐性,1,慘爪龍的大硬筋,4,慘爪龍的上鱗,4,慘爪龍的逆鱗,1,巨甲蟲的堅殼,5,慘爪龍的奧祕
身體防具,慘爪龍鎧甲β,54,2,2,-2,-3,0,1--,砥石使用高速化,2,,,慘爪龍的大硬筋,4,慘爪龍的上鱗,4,慘爪龍的逆鱗,1,巨甲蟲的堅殼,5,慘爪龍的奧祕
身體防具,火龍鎧甲α,54,3,1,-2,1,-3,---,弱點特效,2,火屬性攻擊強化,1,火龍的上鱗,4,火龍的堅殼,6,火龍之翼,3,火龍的紅玉,1,火龍奧祕
身體防具,火龍鎧甲β,54,3,1,-2,1,-3,1--,弱點特效,2,,,火龍的上鱗,4,火龍的堅殼,6,火龍之翼,3,火龍的紅玉,1,火龍奧祕
身體防具,火龍魂鎧甲α,56,3,2,2,-3,-4,1--,屬性解放/裝填擴充,1,威嚇,1,蒼火龍的上鱗,4,蒼火龍的堅殼,6,蒼火龍之翼,2,酸翼龍的上皮,6,火龍奧祕
身體防具,火龍魂鎧甲β,56,3,2,2,-3,-4,2--,屬性解放/裝填擴充,1,,,蒼火龍的上鱗,4,蒼火龍的堅殼,6,蒼火龍之翼,2,酸翼龍的上皮,6,火龍奧祕
身體防具,角龍鎧甲α,54,3,-2,0,-3,2,---,KO術,2,火場怪力,1,角龍的堅殼,4,角龍的堅甲,3,優質的彎曲角,2,亮水晶,2,角龍之奧祕
身體防具,角龍鎧甲β,54,3,-2,0,-3,2,2--,KO術,2,,,角龍的堅殼,4,角龍的堅甲,3,優質的彎曲角,2,亮水晶,2,角龍之奧祕
身體防具,暴君角龍鎧甲α,56,2,-3,0,-4,2,1--,怨恨,2,,,黑角龍的堅殼,4,黑角龍的堅甲,3,優質的黑卷角,1,角龍的延髓,2,角龍之奧祕
身體防具,暴君角龍鎧甲β,56,2,-3,0,-4,2,21-,怨恨,1,,,黑角龍的堅殼,4,黑角龍的堅甲,3,優質的黑卷角,1,角龍的延髓,2,角龍之奧祕
身體防具,爆鎚龍鎧甲α,60,4,-3,1,-2,-2,1--,破壞王,2,,,爆鎚龍的堅殼,6,爆鎚龍的耐熱殼,3,爆鎚龍的顎,2,爆鎚龍的紅玉,1,爆鎚龍之守護
身體防具,爆鎚龍鎧甲β,60,4,-3,1,-2,-2,3--,破壞王,1,,,爆鎚龍的堅殼,6,爆鎚龍的耐熱殼,3,爆鎚龍的顎,2,爆鎚龍的紅玉,1,爆鎚龍之守護
身體防具,爆鱗龍鎧甲α,58,3,1,-4,-2,-2,---,防禦性能,2,爆破異常狀態的耐性,2,爆鱗龍的上鱗,4,爆鱗龍的堅殼,4,爆鱗龍的爆腺,1,爆鎚龍的耐熱殼,2,爆鱗龍之守護
身體防具,爆鱗龍鎧甲β,58,3,1,-4,-2,-2,11-,防禦性能,2,,,爆鱗龍的上鱗,4,爆鱗龍的堅殼,4,爆鱗龍的爆腺,1,爆鎚龍的耐熱殼,2,爆鱗龍之守護
身體防具,大馬士革鎧甲α,60,4,-2,0,0,0,1--,集中,2,防禦,2,古龍之血,2,白鳩石,3,爆鎚龍的耐熱殼,3,獄炎石,1,
身體防具,大馬士革鎧甲β,60,4,-2,0,0,0,111,集中,2,,,古龍之血,2,白鳩石,3,爆鎚龍的耐熱殼,3,獄炎石,1,
身體防具,杜賓鎧甲α,60,-2,0,-1,-1,4,1--,攻擊,2,最愛菇類,1,古龍骨,3,良質硬骨,3,角龍的延髓,1,古老龍骨,1,
身體防具,杜賓鎧甲β,60,-2,0,-1,-1,4,3--,攻擊,2,,,古龍骨,3,良質硬骨,3,角龍的延髓,1,古老龍骨,1,
身體防具,公會鎧甲α,62,0,0,0,0,0,1--,死裡逃生,1,冰耐性,2,擊龍王硬幣,2,獸龍硬幣,3,狩獵王硬幣,2,勇氣之證G,1,公會的引導
身體防具,公會鎧甲β,62,0,0,0,0,0,3--,死裡逃生,1,,,擊龍王硬幣,2,獸龍硬幣,3,狩獵王硬幣,2,勇氣之證G,1,公會的引導
身體防具,死神肌肉α,62,3,2,-2,3,-4,---,不屈,1,屬性解放/裝填擴充,1,災禍之布,2,古老龍骨,1,屍套龍的被膜,1,魔物濃液,2,
身體防具,死神肌肉β,62,3,2,-2,3,-4,3--,不屈,1,,,災禍之布,2,古老龍骨,1,屍套龍的被膜,1,魔物濃液,2,
身體防具,戰紋鎧甲α,64,1,1,-3,1,-3,1--,耐力急速回復,2,挑戰者,1,滅盡龍的堅殼,4,不滅的龍鱗,4,滅盡龍的尖爪,2,古龍骨,3,滅盡龍之飢餓
身體防具,戰紋鎧甲β,64,1,1,-3,1,-3,21-,耐力急速回復,2,,,滅盡龍的堅殼,4,不滅的龍鱗,4,滅盡龍的尖爪,2,古龍骨,3,滅盡龍之飢餓
身體防具,帝王鎧甲α,64,3,-3,1,-3,1,---,特殊射擊強化,2,力量解放,1,炎王龍的堅殼,5,炎龍之翼,4,炎龍的塵粉,4,火龍的逆鱗,1,炎王龍之武技
身體防具,帝王鎧甲β,64,3,-3,1,-3,1,11-,特殊射擊強化,2,,,炎王龍的堅殼,5,炎龍之翼,4,炎龍的塵粉,4,火龍的逆鱗,1,炎王龍之武技
身體防具,鋼龍恐懼α,64,0,2,-3,4,-2,---,匠,2,集中,1,鋼龍的堅殼,5,鋼龍的尖角,3,鋼龍的尖爪,2,鋼龍的寶玉,1,鋼龍的飛翔
身體防具,鋼龍恐懼β,64,0,2,-3,4,-2,2--,匠,2,,,鋼龍的堅殼,5,鋼龍的尖角,3,鋼龍的尖爪,2,鋼龍的寶玉,1,鋼龍的飛翔
身體防具,麒麟服飾α,64,-3,-2,4,-2,2,---,精靈加護,2,雷屬性攻擊強化,1,麒麟的上皮,3,麒麟的蒼角,1,麒麟的雷尾,2,白鳩石,4,幻獸的恩寵
身體防具,麒麟服飾β,64,-3,-2,4,-2,2,1--,精靈加護,2,,,麒麟的上皮,3,麒麟的蒼角,1,麒麟的雷尾,2,白鳩石,4,幻獸的恩寵
身體防具,烏爾德鎧甲α,64,-4,4,1,-1,-3,1--,回復速度,2,龍屬性攻擊強化,1,屍套龍的堅殼,5,屍套龍的銳牙,3,屍套龍的尾巴,2,慘爪龍的逆鱗,1,屍套龍之命脈
身體防具,烏爾德鎧甲β,64,-4,4,1,-1,-3,11-,回復速度,2,,,屍套龍的堅殼,5,屍套龍的銳牙,3,屍套龍的尾巴,2,慘爪龍的逆鱗,1,屍套龍之命脈
身體防具,異種大型皮α,72,-3,2,2,2,-4,1--,強化持續,2,屬性異常狀態的耐性,1,冥燈龍的幽角,3,冥燈龍的幽鱗,6,冥燈龍的幽翼,3,冥燈龍的幽玉,1,冥燈龍的神秘
身體防具,異種大型皮β,72,-3,2,2,2,-4,11-,強化持續,2,,,冥燈龍的幽角,3,冥燈龍的幽鱗,6,冥燈龍的幽翼,3,冥燈龍的幽玉,1,冥燈龍的神秘
身體防具,(日)追尋者鎧甲α,70,2,2,2,2,2,---,廣域化,2,攀岩者,1,調查團票,1,慘爪龍的上鱗,8,大角鳳蝶,3,勇氣之證G,2,調查團的引導
身體防具,(日)追尋者鎧甲β,70,2,2,2,2,2,1--,廣域化,2,,,調查團票,1,慘爪龍的上鱗,8,大角鳳蝶,3,勇氣之證G,2,調查團的引導
